Name,Short Name,Unit Number,Bus Location in WECC240 Model,Bus in full WECC model,Category,Area,State,Maximum Capacity (MW),Heat Rate (MMBtu/MWh),Variable O&M ($/MWh),MaxCap Profile,Minimum Capacity (%),Maint Req (Hrs),Forced Outage Rate (%),Alternate Name,,
ELMWORTH_5,ELMWORTH,5,CMAIN GM 20 {5032},57134_ELMWORTH,IC,AESO,Alberta,3,10.12,13.25,2.7% Summer Deration,8,912,3.6,Northstone Grande Prairie,,
MuskgRvr1,MuskgRvr,1,CMAIN GM 20 {5032},57236_MUSKEG4,CT Large,AESO,Alberta,75,11.79,5.001,12% Summer Deration,60,336,4.08,,,
Mackay,Mackay,1,CMAIN GM 20 {5032},57274_MACKAY2,CT Large,AESO,Alberta,170,10.58,5.001,12% Summer Deration,60,336,4.08,,,
MuskgRvr2,MuskgRvr,2,CMAIN GM 20 {5032},57836_MUSKEG6,CT Large,AESO,Alberta,75,11.79,5.001,12% Summer Deration,60,336,4.08,,,
GrndPrairieCG,GrndPrCG,1,CMAIN GM 20 {5032},57901_MCBRIDE2,Other Steam,AESO,Alberta,25,12.12,5.001,2.7% Summer Deration,30,912,7.1,,,
DowABST,DowABST,2,CMAIN GM 20 {5032},58030_DOWSTG 9,CC Recent,AESO,Alberta,130,7.15,2,6.9% Summer Deration,62,504,7.15,Dow ST  Fort Saskatchewan  AB,,
Calgary1,Calgary1,1,CMAIN GM 20 {5032},58187_CECGT,CC Frame F,AESO,Alberta,213,7.4,2,6.9% Summer Deration,74,504,7.15,Calgary EC1,,
ColdLake2,ColdLake,2,CMAIN GM 20 {5032},58248_MAHKE-G2,CT Large,AESO,Alberta,76.5,11.79,5.001,12% Summer Deration,60,336,4.08,Cold Lake 2 (Mahkeses),,
Carslnd1,Carslnd1,1,CMAIN GM 20 {5032},58251_CARSELA1,CT Small,AESO,Alberta,40,9.38,5.001,12% Summer Deration,45,168,3.74,Carseland 1,,
Primros1,Primros1,1,CMAIN GM 20 {5032},58302_PRIM GEN,CT Large,AESO,Alberta,95,11.79,5.001,12% Summer Deration,60,336,4.08,,,
NovaJffr1A,NovaJffr,1,CMAIN GM 20 {5032},58354_NOVA GT1,CC Frame F,AESO,Alberta,170,7.51,2,6.9% Summer Deration,30,360,5.5,,,
NovaJffr1B,NovaJffr,2,CMAIN GM 20 {5032},58355_NOVA GT2,CC Frame F,AESO,Alberta,170,7.51,2,6.9% Summer Deration,30,360,5.5,,,
Redwater,Redwater,1,CMAIN GM 20 {5032},58750_REDW GT,CT Small,AESO,Alberta,40.8,9.38,5.001,12% Summer Deration,45,168,3.74,,,
ColdLake1,ColdLake,1,CMAIN GM 20 {5032},58948_MAHKE-G1,CT Large,AESO,Alberta,76.5,11.79,5.001,12% Summer Deration,60,336,4.08,Cold Lake 1 (Mahkeses),,
Cavalier1,Cavalier,1,CMAIN GM 20 {5032},59247_CAVAL_A,CC Recent,AESO,Alberta,107,7.15,2,6.9% Summer Deration,38,504,7.15,Cavalier 1,,
Carslnd2,Carslnd2,2,CMAIN GM 20 {5032},59251_CARSELA2,CT Small,AESO,Alberta,40,9.38,5.001,12% Summer Deration,45,168,3.74,Carseland 2,,
Balzac1,Balzac1,1,CMAIN GM 20 {5032},59290_BALZ 3,CC Recent,AESO,Alberta,167,7.15,2,6.9% Summer Deration,24,504,7.15,Balzac CC1,,
Foster Creek1,Foster C,1,CMAIN GM 20 {5032},59301_FCG1,CT Small,AESO,Alberta,45,9.38,5.001,12% Summer Deration,45,168,3.74,Foster Creek 1  Cold Lake  AB,,
PplrHll1,PplrHll1,1,CMAIN GM 20 {5032},59918_POPLAR-4,CT Small,AESO,Alberta,45,9.38,5.001,12% Summer Deration,45,168,3.74,,,
DanskCT1,DanskCT1,1,MIDPOINT 20 {6132},60391_DNPR CT1,CT Small,TREAS VLY,Idaho,160,12.47,5.001,12% Summer Deration,45,168,3.74,Bennett Mtn CT,,
DanskCT2,DanskCT2,2,MIDPOINT 20 {6132},60392_DNPR CT2,CT Small,TREAS VLY,Idaho,45,12.47,5.001,12% Summer Deration,45,168,3.74,Danskin CT1,,
DanskST1,DanskST1,1,MIDPOINT 20 {6132},60393_DNPR CT3,CT Small,TREAS VLY,Idaho,45,10.23,5.001,12% Summer Deration,45,336,4.49,Danskin CT2,,
Basin Creek Gen.,Basin Cr,1,MONTA G1  20 { 6235},62018_BASNCKGN,CT Large,NWMT,Montana,54,9.38,5.001,12% Summer Deration,60,336,4.08,Basin Creek Gen 1-9 Butte MT,,
Billings1,Billings,1,MONTA G1  20 { 6235},62042_BILGEN I,PC Steam,NWMT,Montana,65,10.12,5.001,2.7% Summer Deration,8,912,7.1,Billings Generation Inc  Billings MT,,
ClarkMnt1,ClarkMnt,1,VALMY    20 {6433},64028_CLARKMT3,CT Small,SPP,Nevada,70,11.79,5.001,12% Summer Deration,45,336,4.08,Clark Mountain GT1  Sparks NV,,
ClarkMnt4,ClarkMnt,4,VALMY    20 {6433},64029_CLARKMT4,CT Small,SPP,Nevada,70,11.79,5.001,12% Summer Deration,45,336,4.08,Clark Mountain GT4  Sparks NV,,
FrtChurch1,FrtChurc,1,VALMY    20 {6433},64046_FT CH G1,Steam Large Recent,SPP,Nevada,117,9.74,3.001,2.7% Summer Deration,17,672,9.14,Fort Churchill 1  Yerington NV,,
FrtChurch2,FrtChurc,2,VALMY    20 {6433},64047_FT CH G2,Steam Large Recent,SPP,Nevada,117,9.95,3.001,2.7% Summer Deration,17,672,9.14,Fort Churchill 2  Yerington NV,,
Loyaltn1,Loyaltn1,1,VALMY    20 {6433},64068_LOYALTON,Other Steam,SPP,California,23,12.12,5.001,2.7% Summer Deration,30,912,7.1,,,
TracyST1,TracyST1,1,VALMY    20 {6433},64117_TRACY G1,Steam Small Recent,SPP,Nevada,55.2,11.77,5.001,2.7% Summer Deration,19,336,4.49,,,
TracyST2,TracyST2,1,VALMY    20 {6433},64118_TRACY G2,Steam Small Recent,SPP,Nevada,86,10.56,5.001,2.7% Summer Deration,19,336,4.49,,,
PinonPn2,PinonPn2,1,VALMY    20 {6433},64120_TRACY G4,CC Recent,SPP,Nevada,193,7.15,2,6.9% Summer Deration,59,504,7.15,,,
PinonPn3,PinonPn3,1,VALMY    20 {6433},64121_TRACY G5,CT Small,SPP,Nevada,46.2,12.47,5.001,12% Summer Deration,45,168,3.74,,,
Winnmcc1,Winnmcc1,1,VALMY    20 {6433},64142_WINN SUB,CT Old Gas,SPP,Nevada,20,12.47,8.001,12% Summer Deration,30,168,3.74,,,
TRICntr3,TRICntr3,3,VALMY    20 {6433},64335_NANIWAG3,CT Large,SPP,Nevada,72,11.79,5.001,12% Summer Deration,60,336,4.08,,,
TRICntr4,TRICntr4,4,VALMY    20 {6433},64335_NANIWAG3,CT Large,SPP,Nevada,72,11.79,5.001,12% Summer Deration,60,336,4.08,,,
TRICntr5,TRICntr5,5,VALMY    20 {6433},64337_NANIWAG5,CT Large,SPP,Nevada,72,11.79,5.001,12% Summer Deration,60,336,4.08,,,
TRICntr6,TRICntr6,6,VALMY    20 {6433},64337_NANIWAG5,CT Large,SPP,Nevada,72,11.79,5.001,12% Summer Deration,60,336,4.08,,,
TRICntr1,TRICntr1,1,VALMY    20 {6433},64339_NANIWAG1,CT Large,SPP,Nevada,72,11.79,5.001,12% Summer Deration,60,336,4.08,,,
TRICntr2,TRICntr2,2,VALMY    20 {6433},64339_NANIWAG1,CT Large,SPP,Nevada,72,11.79,5.001,12% Summer Deration,60,336,4.08,,,
CurrantST,CurrantS,1,EMERY     20 {6533},65393_CURRNTS1,CC Frame F,UT N,Utah,525,7.52,2,6.9% Summer Deration,40,504,7.15,Currant Creek ST (1 @ 195MW),,
DesertP1,DesertP1,1,EMERY     20 {6533},65459_DESERT P,CT Small,UT N,Utah,35,9.38,5.001,12% Summer Deration,45,168,3.74,Desert Power 1 (PACE),,
DesertP2,DesertP2,2,EMERY     20 {6533},65459_DESERT P,CT Small,UT N,Utah,35,9.38,5.001,12% Summer Deration,45,168,3.74,Desert Power 2 (PACE),,
Gadsby 3,Gadsby 3,1,EMERY     20 {6533},65610_GADSBY 3,Steam Large Old,UT N,Utah,100,10.16,5.001,2.7% Summer Deration,8,672,9.14,Gadsby 3  Salt Lake City UT,,
Gadsby 4,Gadsby 4,1,EMERY     20 {6533},65612_GADSBY 4,CT Small,UT N,Utah,40,9.38,5.001,12% Summer Deration,45,168,3.74,Gadsby 4  Salt Lake City UT,,
Gadsby 8,Gadsby 8,1,EMERY     20 {6533},65613_GADSBY 5,CC Frame F,UT N,Utah,172,7.15,2,6.9% Summer Deration,70,504,7.15,Gadsby 8  Salt Lake City UT,,
Gadsby 5,Gadsby 5,1,EMERY     20 {6533},65613_GADSBY 5,CT Small,UT N,Utah,40,9.38,5.001,12% Summer Deration,45,168,3.74,Gadsby 5  Salt Lake City UT,,
Gadsby 7,Gadsby 7,1,EMERY     20 {6533},65614_GADSBY 6,CC Frame F,UT N,Utah,172,7.15,2,6.9% Summer Deration,70,504,7.15,Gadsby 7  Salt Lake City UT,,
Gadsby 6,Gadsby 6,1,EMERY     20 {6533},65614_GADSBY 6,CT Small,UT N,Utah,40,9.38,5.001,12% Summer Deration,45,168,3.74,Gadsby 6  Salt Lake City UT,,
UMPSgnr3,UMPSgnr3,3,EMERY     20 {6533},66582_TWCITIES,CT Old Gas,UT S,Utah,15,12.47,8.001,12% Summer Deration,30,168,5.52,,,
KNNCTT4,KNNCTT4,1,EMERY     20 {6533},66610_UPP G2,CC Frame F,UT N,Utah,50,7.15,2,6.9% Summer Deration,70,504,7.15,,,
WstVlly1,WstVlly1,1,EMERY     20 {6533},66801_W VAL 1,CT Small,UT N,Utah,40,9.38,5.001,12% Summer Deration,45,168,3.74,,,
WstVlly2,WstVlly2,1,EMERY     20 {6533},66802_W VAL 2,CT Small,UT N,Utah,40,9.38,5.001,12% Summer Deration,45,168,3.74,,,
WstVlly3,WstVlly3,1,EMERY     20 {6533},66803_W VAL 3,CT Small,UT N,Utah,40,9.38,5.001,12% Summer Deration,45,168,3.74,,,
WstVlly4,WstVlly4,1,EMERY     20 {6533},66804_W VAL 4,CT Small,UT N,Utah,40,9.38,5.001,12% Summer Deration,45,168,3.74,,,
WstVlly5,WstVlly5,1,EMERY     20 {6533},66805_W VAL 5,CT Small,UT N,Utah,40,9.38,5.001,12% Summer Deration,45,168,3.74,,,
ThrmFtL1,ThrmFtL1,1,COLOEAST 20 {7031},70010_QF MNFRT,CC Recent,PSC,Colorado,181,7.15,2,6.9% Summer Deration,18,504,7.15,,,
LamrPlt1,LamrPlt1,1,COLOEAST 20 {7031},70133_CTY LAM,CC Frame F,PSC,Colorado,25,7.15,2,6.9% Summer Deration,60,504,7.15,,,
Fruita1,Fruita1,1,COLOEAST 20 {7031},70180_FRUITA,CT Old Gas,PSC,Colorado,17,12.47,8.001,12% Summer Deration,30,168,5.52,Fruita 1  Fruita CO,,
FrtLuptn1,FrtLuptn,1,COLOEAST 20 {7031},70188_FTLUP1-2,CT Old Gas,PSC,Colorado,50,12.47,8.001,12% Summer Deration,30,336,4.08,Fort Lupton 1  Fort Lupton CO,,
FrtLuptn2,FrtLuptn,2,COLOEAST 20 {7031},70188_FTLUP1-2,CT Old Gas,PSC,Colorado,50,12.47,8.001,12% Summer Deration,30,336,4.08,Fort Lupton 2  Fort Lupton CO,,
Manchif1,Manchif1,1,COLOEAST 20 {7031},70314_MANCHEF1,CT Large,PSC,Colorado,140,10.58,5.001,12% Summer Deration,60,336,4.08,,,
Manchif2,Manchif2,1,COLOEAST 20 {7031},70315_MANCHEF2,CT Large,PSC,Colorado,140,10.58,5.001,12% Summer Deration,60,336,4.08,,,
PublDsl1,PublDsl1,1,COLOEAST 20 {7031},70334_PUB DSLS,Steam Small Recent,PSC,Colorado,10,10.61,5.001,2.7% Summer Deration,19,336,4.49,,,
Pueblo 6,Pueblo 6,1,COLOEAST 20 {7031},70337_PUEBLO,Steam Small Old,PSC,Colorado,20,10.61,5.001,2.7% Summer Deration,30,336,4.49,,,
RockyFrd,RockyFrd,1,COLOEAST 20 {7031},70344_R.F.DSLS,Steam Small Old,PSC,Colorado,10,10.61,5.001,2.7% Summer Deration,30,336,4.49,,,
RawhdGT1,RawhdGT1,1,COLOEAST 20 {7031},70351_RAWHIDEA,CT Small,PSC,Colorado,62.99,11.79,5.001,12% Summer Deration,45,336,4.08,,,
FrtStVrainRP,FrtStVra,20,COLOEAST 20 {7031},70409_ST.VRAIN,CC Recent,PSC,Colorado,704,7.15,2,6.9% Summer Deration,18,504,7.15,Fort St Vrain Repower Phase 3,,
Valmont6,Valmont6,1,COLOEAST 20 {7031},70448_VALMONT6,CT Old Gas,PSC,Colorado,53,12.47,8.001,12% Summer Deration,30,336,4.08,,,
Zuni1,Zuni1,1,COLOEAST 20 {7031},70478_ZUNI1,Steam Small Old,PSC,Colorado,42,12.12,5.001,2.7% Summer Deration,30,336,4.49,,,
Zuni2,Zuni2,1,COLOEAST 20 {7031},70479_ZUNI2,Steam Small Old,PSC,Colorado,73,12.12,5.001,2.7% Summer Deration,30,336,4.49,,,
AlamsGT1,AlamsGT1,1,COLOEAST 20 {7031},70485_ALMSACT1,CT Old Gas,PSC,Colorado,17,12.47,8.001,12% Summer Deration,30,168,5.52,Alamosa GT1  Alamosa CO,,
AlamsGT2,AlamsGT2,1,COLOEAST 20 {7031},70486_ALMSACT2,CT Old Gas,PSC,Colorado,19,12.47,8.001,12% Summer Deration,30,168,5.52,Alamosa GT2  Alamosa CO,,
ThrmCrbB,ThrmCrbB,2,COLOEAST 20 {7031},70487_QF TC-T4,CC Recent,PSC,Colorado,33,8.45,2,6.9% Summer Deration,60,360,5.5,,,
Thrmnds1,Thrmnds1,1,COLOEAST 20 {7031},70493_QF TI-T2,CC Recent,PSC,Colorado,116,7.15,2,6.9% Summer Deration,28,504,7.15,,,
Thrmnd2B,Thrmnd2B,2,COLOEAST 20 {7031},70495_QF TI-T1,CC Recent,PSC,Colorado,33,8.45,2,6.9% Summer Deration,60,360,5.5,,,
BrsCgn12,BrsCgn12,2,COLOEAST 20 {7031},70498_QF BCP2T,CC Recent,PSC,Colorado,115,7.15,2,6.9% Summer Deration,26,504,7.15,Brush Cogen Partners 1-2  Brush CO,,
ColoPwPr2#1,ColoPwPr,21,COLOEAST 20 {7031},70501_QF CPP3T,CC Recent,PSC,Colorado,75,7.15,2,6.9% Summer Deration,32,504,7.15,Colo  Power Partners 2 #1  Brush CO,,
Greeley3,Greeley3,3,COLOEAST 20 {7031},70502_QF UNC,CC Recent,PSC,Colorado,75,7.15,2,6.9% Summer Deration,39,504,7.15,,,
AptDiesl,AptDiesl,1,COLOEAST 20 {7031},70548_APT DSLS,Steam Small Old,PSC,Colorado,10,10.61,5.001,2.7% Summer Deration,30,336,4.49,Airport diesel   Peoplo CO,,
BrsCgn3,BrsCgn3,1,COLOEAST 20 {7031},70556_QF B4D4T,CC Recent,PSC,Colorado,70,7.15,2,6.9% Summer Deration,36,504,7.15,Brush Cogen Partners 3  Brush CO,,
LAMAR DC_1,LAMAR DC,1,COLOEAST 20 {7031},70560_LAMAR DC,CT Old Gas,PSC,Colorado,210,12.47,8.001,12% Summer Deration,30,336,4.08,,,
BluSprc1,BluSprc1,1,COLOEAST 20 {7031},70562_SPRUCE1,CT Large,PSC,Colorado,140,10.58,5.001,12% Summer Deration,60,336,4.08,Blue Spruce 1,,
BluSprc2,BluSprc2,1,COLOEAST 20 {7031},70563_SPRUCE2,CT Large,PSC,Colorado,140,10.58,5.001,12% Summer Deration,60,336,4.08,Blue Spruce 2,,
BARRLAK1_1,BARRLAK1,1,COLOEAST 20 {7031},70565_BRTNNUG1,CT Large,PSC,Colorado,64,11.79,5.001,12% Summer Deration,60,336,4.08,Barr Lake 1  Brighton CO,,
BARRLAK2_1,BARRLAK2,1,COLOEAST 20 {7031},70566_BRTNNUG2,CT Large,PSC,Colorado,64,11.79,5.001,12% Summer Deration,60,336,4.08,Barr Lake 2  Brighton CO,,
RawhdGT4,RawhdGT4,1,COLOEAST 20 {7031},70567_RAWHIDED,CT Small,PSC,Colorado,62.99,11.79,5.001,12% Summer Deration,45,336,4.08,,,
RawhdGT2,RawhdGT2,1,COLOEAST 20 {7031},70568_RAWHIDEB,CT Small,PSC,Colorado,62.99,11.79,5.001,12% Summer Deration,45,336,4.08,,,
RawhdGT3,RawhdGT3,1,COLOEAST 20 {7031},70569_RAWHIDEC,CT Small,PSC,Colorado,62.99,11.79,5.001,12% Summer Deration,45,336,4.08,,,
FntnVly1,FntnVly1,1,COLOEAST 20 {7031},70577_FTNVL1-2,CT Small,PSC,Colorado,40,9.38,5.001,12% Summer Deration,45,168,3.74,Fountain Vly/Midway 1  El Paso,,
FntnVly2,FntnVly2,2,COLOEAST 20 {7031},70577_FTNVL1-2,CT Small,PSC,Colorado,40,9.38,5.001,12% Summer Deration,45,168,3.74,Fountain Vly/Midway 2  El Paso,,
FntnVly3,FntnVly3,1,COLOEAST 20 {7031},70578_FTNVL3-4,CT Small,PSC,Colorado,40,9.38,5.001,12% Summer Deration,45,168,3.74,Fountain Vly/Midway 3  El Paso,,
FntnVly4,FntnVly4,2,COLOEAST 20 {7031},70578_FTNVL3-4,CT Small,PSC,Colorado,40,9.38,5.001,12% Summer Deration,45,168,3.74,Fountain Vly/Midway 4  El Paso,,
FntnVly5,FntnVly5,1,COLOEAST 20 {7031},70579_FTNVL5-6,CT Small,PSC,Colorado,40,9.38,5.001,12% Summer Deration,45,168,3.74,Fountain Vly/Midway 5  El Paso,,
FntnVly6,FntnVly6,2,COLOEAST 20 {7031},70579_FTNVL5-6,CT Small,PSC,Colorado,40,9.38,5.001,12% Summer Deration,45,168,3.74,Fountain Vly/Midway 6  El Paso,,
PlnsEnd1,PlnsEnd1,1,COLOEAST 20 {7031},70580_PLNENDD1,CT Small,PSC,Colorado,55,9.38,5.001,12% Summer Deration,45,336,4.08,,,
PlnsEnd2,PlnsEnd2,2,COLOEAST 20 {7031},70580_PLNENDD1,CT Small,PSC,Colorado,55,9.38,5.001,12% Summer Deration,45,336,4.08,,,
RckyMnt3,RckyMnt3,1,COLOEAST 20 {7031},70591_RMEC3,CC Frame F,PSC,Colorado,585,7.72,2,6.9% Summer Deration,33,504,7.15,,,
SIDNEYDC_1,SIDNEYDC,1,COLOEAST 20 {7031},73181_SIDNEYDC,CT Old Gas,WACM,Nebraska,200,12.47,8.001,12% Summer Deration,30,336,4.08,,,
STEGALDC_1,STEGALDC,1,COLOEAST 20 {7031},73188_STEGALDC,CT Old Gas,WACM,Nebraska,100,12.47,8.001,12% Summer Deration,30,336,4.08,,,
BnFrnchGT1,BnFrnchG,1,NAUGHT   20 {6335},73285_BENFRNCH,CT Old Oil,WACM,South Dakota,21.6,12.47,8.001,12% Summer Deration,30,168,3.74,Ben French GT1  Rapid City SD,,
Brlngt11,Brlngt11,1,CRAIG     20 {7032},73302_BRLNGTN1,CT Old Oil,WACM,Colorado,60,12.47,8.001,12% Summer Deration,30,336,4.08,Burlington 11  Burlington CO,,
Brlngt12,Brlngt12,1,CRAIG     20 {7032},73303_BRLNGTN2,CT Old Oil,WACM,Colorado,60,12.47,8.001,12% Summer Deration,30,336,4.08,Burlington 12  Burlington CO,,
GeorgBrds1,GeorgBrd,1,CRAIG     20 {7032},73381_BIRDSAL1,Steam Small Old,WACM,Colorado,23,10.61,5.001,2.7% Summer Deration,30,336,4.49,George Birdsall 1  Co Springs CO,,
GeorgBrds2,GeorgBrd,2,CRAIG     20 {7032},73382_BIRDSAL2,Steam Small Old,WACM,Colorado,17,10.61,5.001,2.7% Summer Deration,30,336,4.49,George Birdsall 2  Co Springs CO,,
GeorgBrds3,GeorgBrd,3,CRAIG     20 {7032},73383_BIRDSAL3,Steam Small Old,WACM,Colorado,17,10.61,5.001,2.7% Summer Deration,30,336,4.49,George Birdsall 3  Co Springs CO,,
RDNixonG2,RDNixonG,2,CRAIG     20 {7032},73434_NIXONCT2,CT Small,WACM,Colorado,40,9.38,5.001,12% Summer Deration,45,168,3.74,,,
RDNixonG1,RDNixonG,1,CRAIG     20 {7032},73435_NIXONCT1,CT Small,WACM,Colorado,40,9.38,5.001,12% Summer Deration,45,168,3.74,,,
FrntRang1,FrntRang,1,CRAIG     20 {7032},73509_FTRNG3CC,CC Frame F,WACM,Colorado,480,7.15,2,6.9% Summer Deration,61,504,7.15,Front Range (ex Nixon 2),,
BnFrnchD1,BnFrnchD,1,NAUGHT   20 {6335},73520_BFDIESEL,IC,WACM,South Dakota,10,10.12,13.25,2.7% Summer Deration,8,912,3.6,Ben French Diesel 1  Rapid City SD,,
BnFrnchD2,BnFrnchD,5,NAUGHT   20 {6335},73520_BFDIESEL,IC,WACM,South Dakota,10,10.12,13.25,2.7% Summer Deration,8,912,3.6,Ben French Diesel 2  Rapid City SD,,
Lincoln1,Lincoln1,1,CRAIG     20 {7032},73532_LINCOLN1,CT Large,WACM,Colorado,77,11.79,5.001,12% Summer Deration,60,336,4.08,,,
Lincoln2,Lincoln2,1,CRAIG     20 {7032},73533_LINCOLN2,CT Large,WACM,Colorado,77,11.79,5.001,12% Summer Deration,60,336,4.08,,,
NSimpGT1,NSimpGT1,1,COLSTRP  20 {6231},74014_NSS_CT1,CT Small,WACM,Wyoming,38.7,9.38,5.001,12% Summer Deration,45,168,3.74,,,
NSimpGT2,NSimpGT2,1,COLSTRP  20 {6231},74015_NSS_CT2,CT Small,WACM,Wyoming,40,9.38,5.001,12% Summer Deration,45,168,3.74,,,
Lange 1,Lange 1,1,NAUGHT   20 {6335},74029_LNG_CT1,CT Small,WACM,South Dakota,38.7,9.38,5.001,12% Summer Deration,45,168,3.74,,,
RCDC W_1,RCDC W_1,1,NAUGHT   20 {6335},76351_RCDC W,CT Old Gas,WACM,South Dakota,200,12.47,8.001,12% Summer Deration,30,336,4.08,,,
AmerAtlas1,AmerAtla,1,CRAIG     20 {7032},79251_QFATLAS1,CC Recent,WACM,Colorado,87,7.15,2,6.9% Summer Deration,21,504,7.15,American Atlas 1  Rifle  CO,,
CtyRvrsd,CtyRvrsd,1,PALOVRD2  20 {1431},84839_RVERSIDE,CT Old Gas,APS,Arizona,56,12.47,8.001,12% Summer Deration,30,336,4.08,City of Riverside generation,,
